30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
30;13850;8725;13850;26993
